sector,age,gender,origin_region,italian_region,years_in_italy,italian_language_level,weekly_work_hours,knows_stp_rights,has_used_stp,er_only_healthcare,workplace_injury_12m,unmet_healthcare_need,fear_of_deportation
Gig Economy,33,Female,South Asia,Lazio,0.6,None,47,0,0,1,0,1,1
Construction,25,Male,South Asia,Lombardia,4.0,None,51,1,0,1,1,1,1
Agriculture,22,Female,North Africa,Lombardia,11.9,Intermediate,47,1,1,1,1,0,1
Gig Economy,36,Male,Latin America,Campania,20.0,Basic,55,0,0,1,0,1,1
Logistics,37,Female,North Africa,Campania,1.9,Fluent,57,1,1,0,0,1,1
Domestic Work,25,Female,Latin America,Veneto,3.7,Intermediate,52,0,0,1,0,1,1
Gig Economy,39,Male,South Asia,Lombardia,7.8,Intermediate,64,0,0,0,0,1,1
Gig Economy,26,Female,Sub-Saharan Africa,Sicilia,0.5,None,46,0,0,0,0,1,1
Hospitality,34,Male,Sub-Saharan Africa,Lazio,4.7,Intermediate,36,1,1,0,0,0,1
Construction,38,Female,North Africa,Lazio,2.1,None,58,0,0,1,1,1,0
Agriculture,31,Female,South Asia,Veneto,0.9,None,61,0,0,1,0,1,1
Hospitality,35,Male,Middle East,Veneto,2.1,None,49,0,0,1,0,1,0
Hospitality,27,Male,Sub-Saharan Africa,Lazio,0.5,Basic,58,0,0,1,0,0,1
Agriculture,30,Male,Southeast Asia,Lazio,4.8,Intermediate,66,0,0,1,0,1,0
Agriculture,30,Male,North Africa,Lombardia,1.2,Basic,52,0,0,1,0,1,1
Logistics,26,Male,Middle East,Toscana,1.5,None,55,0,0,1,0,1,1
Domestic Work,30,Male,North Africa,Piemonte,0.5,None,59,1,0,1,0,1,1
Hospitality,19,Male,Middle East,Campania,8.0,Fluent,49,0,0,1,0,1,1
Gig Economy,28,Female,South Asia,Toscana,2.7,None,50,0,0,1,1,1,0
Domestic Work,29,Male,Eastern Europe,Toscana,3.4,Basic,27,1,1,0,0,0,1
Gig Economy,29,Male,Southeast Asia,Lombardia,3.4,Fluent,38,1,1,1,0,0,0
Agriculture,30,Female,South Asia,Calabria,2.1,Fluent,61,1,0,1,0,0,1
Logistics,31,Male,South Asia,Sicilia,0.9,Fluent,67,0,0,0,0,0,1
Logistics,35,Male,North Africa,Lazio,5.5,Intermediate,47,0,0,0,1,0,0
Domestic Work,38,Male,Middle East,Lombardia,0.5,None,48,0,0,1,0,1,1
Gig Economy,26,Female,North Africa,Lombardia,0.5,None,46,0,0,1,0,1,1
Domestic Work,22,Female,North Africa,Lombardia,5.0,Basic,55,0,0,1,1,0,0
Hospitality,23,Male,South Asia,Toscana,0.9,None,45,0,0,1,0,0,1
Hospitality,28,Female,South Asia,Campania,1.5,Fluent,58,0,0,0,0,0,0
Hospitality,29,Male,Latin America,Piemonte,2.6,Intermediate,49,0,0,1,0,1,1
Agriculture,25,Female,South Asia,Toscana,2.4,Intermediate,61,0,0,1,0,1,1
Logistics,21,Female,Eastern Europe,Emilia-Romagna,4.9,Basic,58,0,0,1,0,1,1
Domestic Work,28,Female,Southeast Asia,Toscana,3.9,Fluent,45,1,0,1,0,1,1
Gig Economy,33,Male,Sub-Saharan Africa,Lombardia,4.1,Intermediate,53,0,0,1,0,1,0
Domestic Work,36,Male,Eastern Europe,Lazio,5.0,Basic,48,0,0,1,0,1,1
Hospitality,27,Male,South Asia,Emilia-Romagna,1.4,Intermediate,53,0,0,1,0,1,1
Domestic Work,28,Female,Eastern Europe,Lombardia,1.6,None,45,0,0,1,0,1,1
Construction,24,Male,South Asia,Lombardia,2.3,None,55,0,0,1,0,0,1
Construction,31,Female,Eastern Europe,Sicilia,1.5,Basic,56,0,0,1,1,1,0
Construction,25,Female,Sub-Saharan Africa,Toscana,16.8,Intermediate,47,1,1,1,0,0,1
Construction,36,Male,North Africa,Lazio,6.7,Basic,52,0,0,1,0,1,1
Agriculture,18,Female,North Africa,Toscana,0.7,None,51,0,0,1,0,1,1
Hospitality,29,Female,South Asia,Piemonte,0.5,Fluent,54,1,1,1,0,1,1
Hospitality,34,Female,Eastern Europe,Lazio,0.5,Basic,50,0,0,0,1,0,1
Domestic Work,33,Female,Sub-Saharan Africa,Lombardia,1.1,Intermediate,54,0,0,1,0,1,1
Agriculture,53,Female,Eastern Europe,Puglia,0.5,None,65,0,0,1,1,1,1
Construction,34,Male,South Asia,Lazio,3.0,None,47,0,0,1,0,1,1
Gig Economy,23,Female,Eastern Europe,Lombardia,7.8,Basic,49,0,0,1,1,0,0
Hospitality,31,Male,South Asia,Veneto,5.3,Basic,60,0,0,1,0,1,1
Hospitality,18,Female,North Africa,Piemonte,1.0,None,53,0,0,1,0,0,1
Agriculture,31,Female,Sub-Saharan Africa,Lazio,2.0,None,54,0,0,1,0,0,0
Gig Economy,25,Male,Eastern Europe,Lazio,2.8,Basic,41,0,0,1,0,1,0
Hospitality,39,Female,Sub-Saharan Africa,Lazio,6.6,Basic,61,1,0,1,0,1,1
Gig Economy,27,Male,Southeast Asia,Calabria,7.3,Fluent,57,1,0,0,0,0,1
Hospitality,31,Male,Southeast Asia,Lombardia,9.6,Basic,53,0,0,1,0,1,1
Gig Economy,26,Male,Sub-Saharan Africa,Emilia-Romagna,2.8,Basic,56,0,0,1,0,1,1
Logistics,45,Female,Eastern Europe,Puglia,4.7,None,34,0,0,1,0,1,1
Construction,29,Female,South Asia,Lombardia,0.5,None,65,0,0,1,0,0,1
Logistics,46,Female,Sub-Saharan Africa,Calabria,3.3,None,56,0,0,1,0,1,1
Gig Economy,38,Male,Eastern Europe,Puglia,1.1,Fluent,51,0,0,1,1,0,1
Hospitality,35,Female,Eastern Europe,Sicilia,2.3,Intermediate,52,0,0,1,0,0,1
Hospitality,34,Female,Eastern Europe,Lazio,4.0,Basic,66,0,0,0,0,0,1
Logistics,35,Male,Sub-Saharan Africa,Emilia-Romagna,1.2,None,49,0,0,1,1,0,1
Gig Economy,18,Male,Sub-Saharan Africa,Piemonte,0.5,Basic,61,0,0,1,0,1,1
Agriculture,29,Male,South Asia,Calabria,0.5,Basic,63,0,0,1,0,0,1
Logistics,38,Female,Eastern Europe,Lombardia,0.5,None,62,0,0,1,0,1,1
Agriculture,31,Female,North Africa,Piemonte,0.5,Basic,57,0,0,0,0,0,1
Domestic Work,20,Female,Eastern Europe,Lazio,0.5,Basic,37,1,1,0,0,0,1
Construction,31,Male,Sub-Saharan Africa,Lombardia,1.1,Intermediate,62,0,0,1,0,0,1
Hospitality,45,Female,Sub-Saharan Africa,Campania,1.0,Intermediate,57,0,0,1,0,0,0
Gig Economy,41,Male,Sub-Saharan Africa,Piemonte,17.3,Fluent,60,1,0,1,0,0,0
Hospitality,31,Male,South Asia,Campania,1.5,Fluent,53,1,1,0,0,1,1
Hospitality,39,Female,Sub-Saharan Africa,Veneto,0.5,None,51,0,0,1,0,0,1
Domestic Work,29,Male,Latin America,Calabria,3.2,Intermediate,59,0,0,1,0,1,1
Hospitality,18,Female,Southeast Asia,Campania,7.8,Fluent,70,0,0,0,0,0,1
Gig Economy,24,Male,North Africa,Emilia-Romagna,4.5,Intermediate,50,0,0,1,1,0,0
Agriculture,44,Female,North Africa,Campania,1.4,Fluent,53,0,0,0,0,0,1
Agriculture,29,Male,South Asia,Campania,3.3,None,66,0,0,1,1,1,1
Gig Economy,30,Male,Southeast Asia,Toscana,5.0,Basic,47,0,0,1,0,1,1
Hospitality,29,Male,South Asia,Puglia,5.2,Basic,59,0,0,1,0,1,1
Logistics,47,Male,Middle East,Veneto,4.4,Basic,55,0,0,1,0,0,1
Gig Economy,45,Female,North Africa,Piemonte,8.2,Basic,62,0,0,0,0,1,1
Hospitality,49,Male,Sub-Saharan Africa,Lombardia,8.2,Intermediate,49,0,0,1,1,1,1
Logistics,30,Female,Southeast Asia,Lazio,3.5,None,61,0,0,1,0,0,1
Hospitality,34,Female,South Asia,Veneto,2.2,Intermediate,51,0,0,0,0,0,1
Hospitality,19,Male,North Africa,Lombardia,4.1,Intermediate,52,0,0,0,0,1,0
Logistics,43,Male,North Africa,Lazio,6.8,Basic,54,1,1,1,0,0,0
Hospitality,22,Female,Sub-Saharan Africa,Veneto,0.5,None,60,0,0,0,0,1,1
Gig Economy,33,Female,North Africa,Lombardia,19.3,Intermediate,57,0,0,1,1,0,1
Agriculture,23,Female,Eastern Europe,Lazio,0.8,Basic,64,0,0,1,0,0,0
Construction,27,Male,Eastern Europe,Veneto,2.5,Intermediate,54,1,0,1,1,0,1
Hospitality,25,Female,South Asia,Emilia-Romagna,8.2,Fluent,56,0,0,1,0,0,1
Hospitality,27,Male,Middle East,Puglia,1.0,Fluent,62,0,0,1,0,1,1
Hospitality,27,Female,South Asia,Emilia-Romagna,2.6,Basic,62,0,0,1,0,0,0
Agriculture,27,Female,Sub-Saharan Africa,Campania,0.6,Intermediate,38,0,0,1,0,0,1
Agriculture,38,Male,Sub-Saharan Africa,Puglia,2.0,Intermediate,57,0,0,0,0,1,1
Hospitality,23,Male,South Asia,Piemonte,0.8,Intermediate,53,1,0,1,0,0,1
Domestic Work,33,Male,South Asia,Lazio,1.8,None,53,1,0,0,0,0,1
Hospitality,41,Male,Middle East,Lombardia,1.9,Fluent,54,0,0,0,0,0,1
Gig Economy,27,Female,Sub-Saharan Africa,Toscana,19.9,Intermediate,55,0,0,1,0,1,1
Agriculture,26,Male,South Asia,Veneto,20.0,Fluent,51,1,0,1,0,0,1
Domestic Work,30,Male,South Asia,Piemonte,0.5,None,50,0,0,1,0,0,1
Agriculture,41,Male,Eastern Europe,Toscana,5.2,Basic,67,0,0,1,0,1,1
Construction,33,Female,Southeast Asia,Emilia-Romagna,0.5,None,43,0,0,1,0,1,1
Logistics,27,Female,Sub-Saharan Africa,Calabria,0.5,None,78,0,0,1,0,1,1
Construction,35,Male,South Asia,Veneto,0.5,None,64,0,0,0,0,1,1
Hospitality,23,Male,Sub-Saharan Africa,Lombardia,13.5,Fluent,55,1,0,1,0,1,1
Domestic Work,37,Female,South Asia,Sicilia,11.3,None,41,0,0,1,0,1,1
Gig Economy,35,Female,South Asia,Lazio,0.9,None,48,0,0,1,0,0,1
Construction,29,Male,North Africa,Piemonte,0.7,None,55,0,0,1,0,0,1
Gig Economy,25,Male,Sub-Saharan Africa,Puglia,1.1,Basic,53,0,0,1,0,0,1
Agriculture,24,Male,North Africa,Toscana,2.9,None,72,0,0,1,0,1,1
Gig Economy,36,Male,Sub-Saharan Africa,Emilia-Romagna,3.4,Basic,46,0,0,1,0,0,0
Agriculture,41,Male,Middle East,Campania,1.0,Basic,64,0,0,1,0,1,0
Hospitality,26,Female,Southeast Asia,Campania,5.7,Intermediate,44,1,0,0,0,1,1
Hospitality,35,Male,North Africa,Campania,1.5,None,51,0,0,1,0,0,1
Hospitality,18,Female,Sub-Saharan Africa,Emilia-Romagna,10.2,Basic,58,1,0,1,0,1,1
Hospitality,27,Male,Sub-Saharan Africa,Piemonte,4.3,Basic,60,0,0,0,0,0,0
Domestic Work,31,Female,North Africa,Toscana,2.3,Fluent,41,1,0,1,0,0,0
Hospitality,24,Female,Eastern Europe,Lombardia,6.2,Intermediate,51,0,0,1,0,1,1
Domestic Work,24,Male,North Africa,Veneto,6.8,Intermediate,59,0,0,0,0,0,1
Logistics,26,Male,Southeast Asia,Piemonte,1.4,None,67,0,0,1,0,1,1
Hospitality,34,Female,Middle East,Veneto,1.7,Basic,56,0,0,0,0,1,1
Construction,30,Male,Sub-Saharan Africa,Veneto,11.0,None,37,0,0,1,1,0,1
Agriculture,18,Male,North Africa,Piemonte,0.7,None,80,0,0,1,1,1,1
Gig Economy,18,Male,South Asia,Emilia-Romagna,0.5,None,49,0,0,1,0,0,1
Gig Economy,27,Female,Sub-Saharan Africa,Campania,2.4,Basic,47,0,0,1,1,1,0
Agriculture,35,Male,North Africa,Sicilia,6.5,Basic,55,0,0,1,0,0,1
Hospitality,18,Female,Sub-Saharan Africa,Lombardia,5.9,Intermediate,58,0,0,1,0,1,1
Domestic Work,28,Male,Southeast Asia,Calabria,10.1,Fluent,51,1,0,0,0,0,1
Domestic Work,27,Female,South Asia,Lombardia,3.0,Basic,55,0,0,1,0,1,0
Agriculture,43,Male,North Africa,Lombardia,0.5,Basic,52,0,0,1,0,1,1
Hospitality,28,Female,Eastern Europe,Sicilia,3.6,Fluent,52,0,0,1,0,1,0
Agriculture,35,Male,Eastern Europe,Lazio,6.0,Fluent,76,0,0,0,0,0,1
Hospitality,33,Male,Sub-Saharan Africa,Toscana,0.5,None,56,0,0,1,0,1,1
Hospitality,18,Female,Southeast Asia,Piemonte,0.8,Basic,53,0,0,1,0,1,0
Logistics,38,Male,North Africa,Sicilia,0.5,None,50,0,0,1,0,1,1
Gig Economy,33,Male,North Africa,Calabria,3.6,Intermediate,54,0,0,0,0,0,0
Domestic Work,36,Male,South Asia,Lazio,8.7,Basic,56,1,0,1,0,0,1
Agriculture,60,Male,North Africa,Toscana,4.4,Basic,66,0,0,1,0,1,1
Agriculture,18,Female,Latin America,Lombardia,16.1,Intermediate,57,1,1,0,0,0,1
Gig Economy,45,Male,Eastern Europe,Campania,0.5,None,52,0,0,1,0,1,1
Logistics,29,Male,Latin America,Sicilia,9.3,Intermediate,71,0,0,1,0,1,0
Logistics,34,Female,North Africa,Campania,6.7,Intermediate,66,0,0,0,0,0,0
Domestic Work,31,Male,South Asia,Emilia-Romagna,1.5,Basic,41,0,0,1,0,1,1
Hospitality,28,Male,South Asia,Veneto,14.5,Basic,34,1,0,1,0,0,1
Domestic Work,27,Male,Sub-Saharan Africa,Emilia-Romagna,1.4,None,50,0,0,1,0,1,1
Gig Economy,34,Female,Eastern Europe,Calabria,8.8,Intermediate,56,1,0,0,0,1,0
Gig Economy,19,Female,Latin America,Lombardia,8.5,Fluent,41,1,0,1,0,1,1
Agriculture,38,Female,Sub-Saharan Africa,Emilia-Romagna,5.7,None,59,0,0,1,1,1,0
Gig Economy,28,Male,North Africa,Sicilia,3.3,Basic,47,0,0,1,0,1,1
Domestic Work,22,Female,North Africa,Veneto,0.5,Intermediate,48,1,1,1,0,1,1
Domestic Work,28,Male,North Africa,Lombardia,3.0,None,43,0,0,1,0,1,0
Gig Economy,42,Male,Sub-Saharan Africa,Veneto,1.8,Intermediate,60,0,0,1,0,0,1
Logistics,27,Male,South Asia,Lazio,6.3,Intermediate,59,0,0,1,0,0,1
Gig Economy,34,Male,Sub-Saharan Africa,Lombardia,5.7,Basic,42,0,0,1,0,1,1
Domestic Work,26,Male,South Asia,Sicilia,9.7,Basic,55,1,1,0,0,1,1
Hospitality,38,Male,Sub-Saharan Africa,Veneto,0.5,None,44,0,0,1,0,0,0
Agriculture,37,Male,South Asia,Puglia,6.6,Basic,70,0,0,1,0,0,1
Agriculture,46,Male,Eastern Europe,Piemonte,11.2,Fluent,67,0,0,1,0,0,1
Agriculture,30,Female,Sub-Saharan Africa,Toscana,6.2,Intermediate,71,1,0,1,0,0,1
Hospitality,37,Male,Middle East,Lombardia,0.6,Basic,53,0,0,1,0,1,1
Agriculture,32,Female,Sub-Saharan Africa,Campania,0.5,Basic,56,0,0,1,0,0,1
Domestic Work,42,Male,Sub-Saharan Africa,Lombardia,0.5,None,48,0,0,0,0,0,1
Hospitality,26,Female,Sub-Saharan Africa,Puglia,4.0,Intermediate,54,0,0,0,0,0,0
Hospitality,37,Male,South Asia,Lombardia,4.0,Basic,49,0,0,1,0,1,1
Domestic Work,30,Male,Latin America,Lazio,17.3,Fluent,43,1,1,0,0,0,1
Hospitality,31,Male,South Asia,Veneto,2.0,Basic,52,1,0,1,0,0,1
Domestic Work,32,Female,Middle East,Lazio,1.6,Basic,38,1,0,0,0,1,1
Gig Economy,34,Female,Southeast Asia,Lazio,3.9,Fluent,55,0,0,1,0,1,1
Hospitality,31,Male,North Africa,Emilia-Romagna,7.0,Intermediate,54,1,1,0,1,1,1
Domestic Work,33,Male,North Africa,Lombardia,11.0,None,45,0,0,1,0,1,0
Gig Economy,44,Female,Eastern Europe,Lombardia,6.5,Intermediate,41,0,0,0,0,1,1
Gig Economy,39,Female,Sub-Saharan Africa,Campania,2.2,Basic,40,0,0,1,0,0,1
Logistics,38,Male,Eastern Europe,Toscana,4.0,Intermediate,73,0,0,1,0,1,1
Gig Economy,28,Male,South Asia,Veneto,7.8,Fluent,44,0,0,1,0,0,1
Hospitality,24,Male,South Asia,Campania,2.7,Basic,59,0,0,1,0,0,1
Logistics,39,Female,North Africa,Veneto,1.0,Basic,59,0,0,1,0,0,1
Domestic Work,39,Male,North Africa,Campania,0.7,Basic,25,0,0,0,0,0,1
Logistics,43,Female,Southeast Asia,Puglia,0.5,None,72,0,0,0,1,1,1
Agriculture,27,Male,South Asia,Lombardia,5.1,Basic,65,0,0,1,0,1,0
Logistics,30,Male,Latin America,Toscana,0.5,Intermediate,51,0,0,0,0,1,1
Construction,18,Male,Sub-Saharan Africa,Sicilia,1.1,Basic,54,0,0,1,0,0,1
Hospitality,28,Female,Sub-Saharan Africa,Piemonte,1.4,None,45,0,0,1,0,1,1
Domestic Work,39,Female,Sub-Saharan Africa,Lombardia,3.3,Basic,62,1,0,0,0,0,1
Gig Economy,28,Male,North Africa,Lazio,2.0,Basic,42,0,0,1,0,0,0
Hospitality,37,Female,South Asia,Toscana,4.5,Intermediate,50,0,0,1,0,0,1
Hospitality,30,Male,North Africa,Lombardia,0.5,Basic,49,0,0,0,0,0,1
Hospitality,34,Male,Latin America,Piemonte,0.5,None,55,1,1,1,0,0,1
Gig Economy,22,Male,North Africa,Toscana,2.8,Fluent,60,0,0,1,0,1,1
Logistics,32,Male,North Africa,Toscana,1.6,Basic,72,0,0,0,0,1,1
Construction,18,Male,Latin America,Lombardia,1.4,Basic,51,0,0,1,0,1,1
Gig Economy,30,Female,Eastern Europe,Toscana,0.5,Basic,53,0,0,1,0,0,1
Hospitality,18,Male,North Africa,Toscana,9.0,Basic,55,1,1,1,0,0,0
Agriculture,41,Female,Sub-Saharan Africa,Sicilia,4.7,Fluent,52,0,0,1,1,1,1
Agriculture,38,Male,Southeast Asia,Lombardia,0.5,None,79,0,0,1,0,0,1
Hospitality,35,Female,North Africa,Lombardia,0.5,None,65,0,0,1,0,1,1
Hospitality,44,Male,Sub-Saharan Africa,Campania,14.7,Fluent,56,0,0,1,0,0,1
Hospitality,24,Male,Sub-Saharan Africa,Lombardia,4.6,Intermediate,67,1,0,1,1,0,1
Agriculture,45,Male,Latin America,Veneto,2.2,Intermediate,69,0,0,1,0,0,1
Agriculture,39,Male,South Asia,Puglia,4.8,Intermediate,60,0,0,1,0,1,1
Gig Economy,30,Female,Middle East,Campania,5.6,Basic,52,1,1,0,0,1,1
Construction,41,Male,South Asia,Sicilia,6.1,Fluent,67,0,0,1,0,1,0
Construction,23,Female,Latin America,Lombardia,2.6,None,47,0,0,1,0,0,1
Gig Economy,25,Male,Sub-Saharan Africa,Lombardia,2.2,Intermediate,63,0,0,1,0,1,1
Domestic Work,27,Male,North Africa,Lombardia,0.5,None,46,0,0,1,0,1,1
Hospitality,27,Male,Southeast Asia,Lazio,10.4,Fluent,67,0,0,1,0,0,0
Hospitality,23,Female,North Africa,Puglia,3.7,None,54,0,0,1,0,0,0
Logistics,41,Female,North Africa,Lombardia,0.9,Basic,60,0,0,1,0,1,1
Hospitality,29,Male,South Asia,Emilia-Romagna,10.1,Fluent,54,1,0,1,0,0,1
Gig Economy,34,Male,South Asia,Campania,9.9,Intermediate,45,0,0,0,0,1,0
Domestic Work,27,Male,Sub-Saharan Africa,Puglia,18.1,Fluent,45,1,1,1,1,0,1
Hospitality,18,Female,Eastern Europe,Lombardia,8.3,Fluent,66,0,0,0,1,0,1
Hospitality,34,Female,South Asia,Lazio,20.0,Fluent,36,1,1,0,1,0,1
Gig Economy,18,Male,South Asia,Lombardia,1.1,Fluent,40,0,0,1,0,0,0
Domestic Work,31,Male,North Africa,Campania,7.4,Intermediate,42,1,0,1,0,0,0
Logistics,21,Male,Eastern Europe,Lazio,6.9,Basic,49,0,0,1,0,0,0
Gig Economy,47,Female,Eastern Europe,Sicilia,1.1,None,62,1,0,1,0,1,0
Hospitality,39,Male,South Asia,Emilia-Romagna,0.5,None,65,0,0,1,0,1,1
Hospitality,32,Female,South Asia,Emilia-Romagna,15.5,Basic,59,0,0,1,0,1,1
Domestic Work,42,Male,Middle East,Veneto,1.4,Basic,42,0,0,1,0,0,1
Domestic Work,25,Female,Sub-Saharan Africa,Lombardia,8.2,Basic,58,1,0,1,0,0,0
Hospitality,36,Female,Southeast Asia,Campania,0.5,None,42,0,0,0,0,0,1
Domestic Work,33,Female,Southeast Asia,Calabria,0.5,None,65,0,0,1,0,1,1
Agriculture,34,Male,Latin America,Sicilia,2.5,Intermediate,54,0,0,1,1,1,1
Domestic Work,42,Female,South Asia,Sicilia,1.1,Basic,45,1,1,1,0,1,1
Gig Economy,37,Male,Latin America,Sicilia,4.7,Basic,46,0,0,0,0,1,1
Gig Economy,34,Male,Latin America,Lombardia,3.3,Fluent,41,0,0,1,0,1,1
Gig Economy,18,Male,North Africa,Lazio,0.5,None,65,0,0,1,0,1,1
Agriculture,24,Female,Sub-Saharan Africa,Lombardia,0.7,Fluent,66,0,0,1,1,1,1
Hospitality,31,Male,Sub-Saharan Africa,Lazio,2.0,Basic,64,1,1,0,1,0,1
Hospitality,32,Female,South Asia,Lombardia,0.8,None,45,0,0,1,1,1,1
Logistics,22,Female,North Africa,Veneto,6.3,Intermediate,59,1,0,1,0,1,1
Agriculture,51,Male,North Africa,Toscana,2.2,Intermediate,64,0,0,1,0,1,1
Hospitality,44,Male,Sub-Saharan Africa,Sicilia,0.5,None,57,1,1,1,0,0,1
Agriculture,36,Male,North Africa,Toscana,2.6,Intermediate,50,1,0,1,0,0,0
Domestic Work,32,Male,Sub-Saharan Africa,Puglia,0.5,None,56,0,0,1,0,0,1
Hospitality,30,Male,Eastern Europe,Lombardia,0.6,None,55,0,0,1,0,1,1
Agriculture,24,Male,Southeast Asia,Lombardia,1.1,None,52,0,0,1,1,0,1
Gig Economy,32,Female,South Asia,Emilia-Romagna,7.9,Basic,35,0,0,1,0,1,1
Domestic Work,34,Female,Sub-Saharan Africa,Lazio,10.3,Basic,52,0,0,0,0,0,1
Hospitality,22,Male,South Asia,Lazio,7.0,Fluent,74,0,0,0,0,0,1
Agriculture,34,Male,Eastern Europe,Lazio,1.6,None,51,0,0,0,1,1,1
Construction,30,Male,Eastern Europe,Lazio,1.3,Basic,56,0,0,1,0,1,1
Domestic Work,18,Female,Middle East,Veneto,3.2,Intermediate,56,0,0,1,1,1,1
Agriculture,25,Female,Sub-Saharan Africa,Campania,5.1,Fluent,49,0,0,0,1,1,0
Gig Economy,28,Male,Middle East,Veneto,20.0,Fluent,46,1,0,1,0,0,0
Agriculture,47,Male,South Asia,Toscana,0.6,Basic,53,0,0,1,1,1,1
Domestic Work,36,Female,Eastern Europe,Campania,0.5,Fluent,55,0,0,0,0,1,1
Gig Economy,21,Male,South Asia,Lazio,4.7,Intermediate,60,0,0,1,0,1,1
Hospitality,35,Male,Southeast Asia,Lombardia,7.1,Fluent,56,1,0,1,0,1,1
Domestic Work,19,Female,North Africa,Lazio,7.5,Intermediate,41,1,1,0,0,0,0
Agriculture,40,Male,Eastern Europe,Toscana,4.5,None,56,0,0,1,0,1,0
Agriculture,28,Male,Latin America,Piemonte,12.3,Intermediate,54,1,0,1,0,1,1
Hospitality,31,Female,South Asia,Emilia-Romagna,2.9,Basic,47,0,0,0,0,1,1
Agriculture,42,Female,South Asia,Lazio,9.8,Intermediate,59,1,0,1,0,1,1
Logistics,21,Male,Southeast Asia,Emilia-Romagna,13.7,Basic,62,0,0,1,0,1,1
Agriculture,20,Female,Sub-Saharan Africa,Emilia-Romagna,7.5,Intermediate,63,0,0,0,0,0,0
Hospitality,27,Male,South Asia,Veneto,1.5,Fluent,54,0,0,1,0,1,1
Agriculture,40,Female,North Africa,Veneto,0.9,None,60,0,0,1,0,0,1
Domestic Work,19,Male,North Africa,Veneto,3.2,Intermediate,47,0,0,1,0,1,0
Hospitality,18,Female,South Asia,Veneto,2.4,Intermediate,44,1,1,1,0,0,1
Domestic Work,28,Female,Sub-Saharan Africa,Toscana,8.4,Fluent,49,0,0,1,0,1,1
Gig Economy,36,Male,South Asia,Lombardia,0.5,Intermediate,45,0,0,1,0,0,1
Domestic Work,41,Female,North Africa,Toscana,1.2,Intermediate,37,0,0,1,0,1,1
Construction,28,Female,Southeast Asia,Lombardia,5.6,Intermediate,57,0,0,1,0,0,0
Gig Economy,28,Female,Middle East,Lombardia,0.5,None,45,0,0,1,0,1,1
Agriculture,41,Male,Eastern Europe,Calabria,1.5,Basic,61,0,0,1,0,0,1
Domestic Work,18,Female,South Asia,Puglia,2.0,Intermediate,54,0,0,1,0,1,0
Gig Economy,28,Female,Southeast Asia,Lombardia,3.9,Fluent,42,1,0,1,0,0,1
Logistics,33,Male,North Africa,Campania,0.7,Basic,58,0,0,1,0,1,1
Agriculture,35,Female,South Asia,Lombardia,7.9,Basic,45,0,0,1,0,0,0
Construction,27,Male,Southeast Asia,Veneto,2.4,Basic,67,0,0,1,0,0,1
Construction,32,Male,Latin America,Sicilia,10.0,Intermediate,44,0,0,0,0,1,0
Construction,18,Male,Eastern Europe,Puglia,2.5,None,50,0,0,1,1,1,1
Gig Economy,26,Male,Eastern Europe,Emilia-Romagna,1.3,None,60,0,0,0,0,1,1
Construction,35,Female,Sub-Saharan Africa,Campania,0.6,None,53,0,0,1,0,1,1
Hospitality,24,Male,Sub-Saharan Africa,Emilia-Romagna,0.5,Basic,45,0,0,1,0,1,0
Gig Economy,32,Female,Eastern Europe,Lazio,3.0,Basic,55,0,0,1,0,0,0
Hospitality,35,Male,Sub-Saharan Africa,Puglia,0.5,None,60,0,0,1,0,1,1
Logistics,29,Male,North Africa,Sicilia,2.0,Fluent,52,1,1,1,0,0,1
Logistics,33,Male,Latin America,Veneto,3.6,Basic,53,0,0,1,0,0,1
Logistics,24,Male,Latin America,Lazio,1.3,None,54,0,0,1,0,0,0
Agriculture,30,Female,North Africa,Lazio,0.8,None,58,0,0,1,0,0,1
Logistics,36,Female,Latin America,Lombardia,6.0,Basic,42,0,0,1,0,1,0
Gig Economy,33,Female,Latin America,Piemonte,11.7,Basic,48,0,0,1,0,0,1
Hospitality,27,Male,Eastern Europe,Campania,0.5,None,69,0,0,1,0,0,1
Logistics,33,Male,Sub-Saharan Africa,Lazio,0.7,Basic,50,1,0,1,0,1,1
Hospitality,37,Male,Sub-Saharan Africa,Veneto,12.9,Basic,50,0,0,0,0,1,0
Hospitality,18,Male,Sub-Saharan Africa,Piemonte,0.5,None,45,0,0,1,0,1,1
Agriculture,41,Male,South Asia,Lombardia,15.2,Fluent,64,1,1,1,0,1,0
Agriculture,29,Female,Sub-Saharan Africa,Sicilia,0.5,None,69,0,0,0,0,0,1
Agriculture,35,Male,Sub-Saharan Africa,Sicilia,8.3,Fluent,69,1,0,1,0,0,1
Gig Economy,41,Female,North Africa,Puglia,1.5,Basic,40,0,0,1,0,1,1
Logistics,21,Male,Southeast Asia,Campania,11.2,Intermediate,61,1,0,1,0,0,0
Domestic Work,26,Male,South Asia,Lazio,1.5,Intermediate,59,1,1,0,0,1,0
Gig Economy,29,Female,Eastern Europe,Campania,4.2,None,54,0,0,1,0,0,1
Gig Economy,25,Male,Eastern Europe,Lazio,0.5,None,53,0,0,1,0,1,1
Hospitality,45,Female,South Asia,Lombardia,1.1,Basic,51,0,0,1,1,0,1
Logistics,25,Male,Southeast Asia,Emilia-Romagna,5.9,Basic,59,0,0,1,0,1,1
Logistics,27,Male,North Africa,Veneto,3.0,Intermediate,67,1,1,0,0,0,0
